state,year,quarter,pi
District of Columbia,2007,1,3.1185679
District of Columbia,2007,2,3.3781359
District of Columbia,2007,3,3.0701001
District of Columbia,2007,4,3.6839244
District of Columbia,2008,1,4.0784435
District of Columbia,2008,2,3.7993767
District of Columbia,2008,3,4.8513274
District of Columbia,2008,4,3.3956881
District of Columbia,2009,1,1.1921327
District of Columbia,2009,2,-0.028540084
District of Columbia,2009,3,-0.88669485
District of Columbia,2009,4,1.2841952
District of Columbia,2010,1,3.6226008
District of Columbia,2010,2,4.5807381
District of Columbia,2010,3,3.1859584
District of Columbia,2010,4,1.9972594
District of Columbia,2011,1,2.4650588
District of Columbia,2011,2,2.377775
District of Columbia,2011,3,2.9934335
District of Columbia,2011,4,3.0930312
District of Columbia,2012,1,2.6381526
District of Columbia,2012,2,2.8443904
District of Columbia,2012,3,2.1961412
District of Columbia,2012,4,2.4753137
District of Columbia,2013,1,2.0252979
District of Columbia,2013,2,1.1990738
District of Columbia,2013,3,1.2379571
District of Columbia,2013,4,1.5115316
District of Columbia,2014,1,2.1958606
District of Columbia,2014,2,2.6315844
District of Columbia,2014,3,1.3082817
District of Columbia,2014,4,0.057865918
District of Columbia,2015,1,-1.975184
District of Columbia,2015,2,-1.879052
District of Columbia,2015,3,-0.84684187
District of Columbia,2015,4,0.71999002
District of Columbia,2016,1,1.4547921
District of Columbia,2016,2,1.3370512
District of Columbia,2016,3,1.0753437
District of Columbia,2016,4,0.23726018
District of Columbia,2017,1,0.1924473
District of Columbia,2017,2,0.025965413
District of Columbia,2017,3,0.11526058
District of Columbia,2017,4,0.36253193
Florida,1978,1,12.229213
Florida,1978,2,13.278089
Florida,1978,3,7.0729089
Florida,1978,4,4.7673192
Florida,1979,1,5.9895964
Florida,1979,2,6.9778872
Florida,1979,3,8.4488182
Florida,1979,4,8.3760967
Florida,1980,1,7.5417628
Florida,1980,2,6.6920342
Florida,1980,3,7.3203259
Florida,1980,4,7.0218625
Florida,1981,1,7.5121202
Florida,1981,2,7.7420807
Florida,1981,3,7.2568808
Florida,1981,4,7.691895
Florida,1982,1,7.1109972
Florida,1982,2,5.7262511
Florida,1982,3,4.2323542
Florida,1982,4,3.2042587
Florida,1983,1,3.0275822
Florida,1983,2,3.1635756
Florida,1983,3,2.6811562
Florida,1983,4,3.5250876
Florida,1984,1,3.0326624
Florida,1984,2,2.6834648
Florida,1984,3,3.3117816
Florida,1984,4,2.8314829
Florida,1985,1,2.9629872
Florida,1985,2,2.8845742
Florida,1985,3,2.0063813
Florida,1985,4,1.3160274
Florida,1986,1,-0.21616873
Florida,1986,2,-0.883542
Florida,1986,3,-1.2052639
Florida,1986,4,0.024407288
Florida,1989,1,3.889555
Florida,1989,2,4.1136022
Florida,1989,3,3.6818278
Florida,1989,4,3.6493549
Florida,1990,1,3.6943128
Florida,1990,2,3.3012903
Florida,1990,3,3.8167038
Florida,1990,4,4.656951
Florida,1991,1,3.932816
Florida,1991,2,3.3098907
Florida,1991,3,2.6411119
Florida,1991,4,1.4831161
Florida,1992,1,1.4080424
Florida,1992,2,1.4952295
Florida,1992,3,1.3736407
Florida,1992,4,1.5861266
Florida,1993,1,1.8270109
Florida,1993,2,2.3592894
Florida,1993,3,2.0966823
Florida,1993,4,1.9649031
Florida,1994,1,2.2220404
Florida,1994,2,1.6699923
Florida,1994,3,1.9892164
Florida,1994,4,2.1026287
Florida,1995,1,2.4669461
Florida,1995,2,2.871788
Florida,1995,3,2.6587629
Florida,1995,4,256.338
Florida,1996,1,2.3280857
Florida,1996,2,2.356565
Florida,1996,3,2.5740013
Florida,1996,4,2.7677066
Florida,1997,1,2.665437
Florida,1997,2,1.7593496
Florida,1997,3,1.5044668
Florida,1997,4,1.2168136
Florida,1998,1,0.84490341
Florida,1998,2,1.0667276
Florida,1998,3,0.57992941
Florida,1998,4,0.68063027
Florida,1999,1,0.95774698
Florida,1999,2,1.3599968
Florida,1999,3,2.0722325
Florida,1999,4,2.5549505
Florida,2000,1,2.7393513
Florida,2000,2,2.9014175
Florida,2000,3,2.6327493
Florida,2000,4,2.3257766
Florida,2001,1,3.0270562
Florida,2001,2,3.3992188
Florida,2001,3,3.2311723
Florida,2001,4,2.3860328
Florida,2002,1,1.9554493
Florida,2002,2,1.8293482
Florida,2002,3,2.4402864
Florida,2002,4,3.2781501
Florida,2003,1,3.2125807
Florida,2003,2,3.4104486
Florida,2003,3,3.0160868
Florida,2003,4,2.624836
Florida,2004,1,2.2432933
Florida,2004,2,1.716729
Florida,2004,3,1.4804289
Florida,2004,4,1.7938828
Florida,2005,1,2.2098067
Florida,2005,2,2.5608149
Florida,2005,3,3.380214
Florida,2005,4,3.8887453
Florida,2006,1,4.1064467
Florida,2006,2,3.7535276
Florida,2006,3,3.2635257
Florida,2006,4,2.0964811
Florida,2007,1,1.6026617
Florida,2007,2,1.7712078
Florida,2007,3,1.4963477
Florida,2007,4,2.3836875
Florida,2008,1,2.8941336
Florida,2008,2,3.652173
Florida,2008,3,4.9351287
Florida,2008,4,3.2141118
Florida,2009,1,1.4078525
Florida,2009,2,0.41173476
Florida,2009,3,-0.10841748
Florida,2009,4,1.8540282
Florida,2010,1,2.5651665
Florida,2010,2,2.558646
Florida,2010,3,1.7898486
Florida,2010,4,1.472653
Florida,2011,1,2.5389507
Florida,2011,2,3.5472085
Florida,2011,3,4.2411337
Florida,2011,4,3.8710294
Florida,2012,1,3.3262813
Florida,2012,2,2.4712725
Florida,2012,3,1.7533524
Florida,2012,4,1.8033805
Florida,2013,1,1.9292703
Florida,2013,2,1.192598
Florida,2013,3,1.1960843
Florida,2013,4,1.2221797
Florida,2014,1,1.6126807
Florida,2014,2,2.5022676
Florida,2014,3,2.4265876
Florida,2014,4,1.6827166
Florida,2015,1,0.90075344
Florida,2015,2,0.28879532
Florida,2015,3,0.086953148
Florida,2015,4,0.8359859
Florida,2016,1,0.67605579
Florida,2016,2,0.90931529
Florida,2016,3,1.0263554
Florida,2016,4,1.2148749
Florida,2017,1,2.3010235
Florida,2017,2,2.112354
Florida,2017,3,2.3883991
Florida,2017,4,2.2251978
Georgia,1978,1,4.0450363
Georgia,1978,2,4.4698262
Georgia,1978,3,5.4264064
Georgia,1978,4,5.1656303
Georgia,1979,1,6.5647554
Georgia,1979,2,6.6707716
Georgia,1979,3,7.7812471
Georgia,1979,4,8.7504082
Georgia,1980,1,9.0005627
Georgia,1980,2,8.9046679
Georgia,1980,3,9.4982204
Georgia,1980,4,10.123846
Georgia,1981,1,9.3516922
Georgia,1981,2,8.0754957
Georgia,1981,3,6.0924306
Georgia,1981,4,4.7581072
Georgia,1982,1,3.6686845
Georgia,1982,2,3.7326031
Georgia,1982,3,3.5194445
Georgia,1982,4,3.2183151
Georgia,1983,1,2.6973102
Georgia,1983,2,2.0919666
Georgia,1983,3,2.0730703
Georgia,1983,4,2.7113698
Georgia,1984,1,3.2408299
Georgia,1984,2,3.3697486
Georgia,1984,3,3.1842351
Georgia,1984,4,2.6041508
Georgia,1985,1,2.5428996
Georgia,1985,2,3.2371578
Georgia,1985,3,2.7986648
Georgia,1985,4,2.8555324
Georgia,1986,1,1.3755192
Georgia,1986,2,0.099936336
Georgia,1986,3,0.66271925
Georgia,1986,4,0.85774416
Georgia,1989,1,4.0423574
Georgia,1989,2,5.2495675
Georgia,1989,3,5.3574939
Georgia,1989,4,5.3046827
Georgia,1990,1,6.0275545
Georgia,1990,2,5.2702026
Georgia,1990,3,4.5574341
Georgia,1990,4,4.6367874
Georgia,1991,1,3.5195327
Georgia,1991,2,2.7689126
Georgia,1991,3,1.7850033
Georgia,1991,4,1.5337811
Georgia,1992,1,1.4824878
Georgia,1992,2,1.6605675
Georgia,1992,3,2.4962769
Georgia,1992,4,1.7748309
Georgia,1993,1,2.3910034
Georgia,1993,2,2.5328586
Georgia,1993,3,2.2275851
Georgia,1993,4,1.974432
Georgia,1994,1,1.5328456
Georgia,1994,2,1.74612
Georgia,1994,3,2.2373016
Georgia,1994,4,1.9827365
Georgia,1995,1,2.3479595
Georgia,1995,2,3.0471702
Georgia,1995,3,2.4636271
Georgia,1995,4,3.4775834
Georgia,1996,1,3.7164133
Georgia,1996,2,3.1809828
Georgia,1996,3,4.0399127
Georgia,1996,4,3.6620338
Georgia,1997,1,3.1343184
Georgia,1997,2,2.1096745
Georgia,1997,3,1.4294497
Georgia,1997,4,1.0808207
Georgia,1998,1,0.53726768
Georgia,1998,2,0.73812628
Georgia,1998,3,1.0581288
Georgia,1998,4,0.99941629
Georgia,1999,1,1.2129982
Georgia,1999,2,2.0238714
Georgia,1999,3,2.5055149
Georgia,1999,4,2.8730483
Georgia,2000,1,3.3382218
Georgia,2000,2,2.9275458
Georgia,2000,3,2.679239
Georgia,2000,4,2.8127546
Georgia,2001,1,-35.646844
Georgia,2001,2,3.6077025
Georgia,2001,3,3.1118696
Georgia,2001,4,2.0280461
Georgia,2002,1,0.72738075
Georgia,2002,2,1.3092381
Georgia,2002,3,1.6513758
Georgia,2002,4,2.0392714
Georgia,2003,1,2.4846461
Georgia,2003,2,1.6989479
Georgia,2003,3,1.4949412
Georgia,2003,4,1.4195805
Georgia,2004,1,0.86908418
Georgia,2004,2,1.6416482
Georgia,2004,3,1.6579186
Georgia,2004,4,2.1710014
Georgia,2005,1,2.3898485
Georgia,2005,2,2.7703931
Georgia,2005,3,3.2525282
Georgia,2005,4,3.5571764
Georgia,2006,1,3.1935387
Georgia,2006,2,2.7630973
Georgia,2006,3,2.1928797
Georgia,2006,4,0.99863905
Georgia,2007,1,1.2952158
Georgia,2007,2,1.6367605
Georgia,2007,3,1.449308
Georgia,2007,4,1.7749246
Georgia,2008,1,2.49752
Georgia,2008,2,2.9208186
Georgia,2008,3,4.1527586
Georgia,2008,4,3.2366719
Georgia,2009,1,1.9899107
Georgia,2009,2,0.25900373
Georgia,2009,3,-0.67639005
Georgia,2009,4,0.6803683
Georgia,2010,1,1.5425375
Georgia,2010,2,2.3700607
Georgia,2010,3,2.4606435
Georgia,2010,4,2.3679512
Georgia,2011,1,3.4540789
Georgia,2011,2,3.8659141
Georgia,2011,3,3.9696469
Georgia,2011,4,3.5040193
Georgia,2012,1,2.2051501
Georgia,2012,2,1.5319337
Georgia,2012,3,0.95635289
Georgia,2012,4,0.89227128
Georgia,2013,1,0.76793933
Georgia,2013,2,0.63765323
Georgia,2013,3,0.4529579
Georgia,2013,4,0.61865079
Georgia,2014,1,1.3028765
Georgia,2014,2,1.662896
Georgia,2014,3,2.2627649
Georgia,2014,4,1.5206329
Georgia,2015,1,0.70356667
Georgia,2015,2,1.1589495
Georgia,2015,3,0.73351717
Georgia,2015,4,0.82669586
Georgia,2016,1,0.90316325
Georgia,2016,2,1.1127222
Georgia,2016,3,1.097982
Georgia,2016,4,1.4910187
Georgia,2017,1,1.8736867
Georgia,2017,2,1.1812578
Georgia,2017,3,2.2397699
Georgia,2017,4,2.8530869
Hawaii,1978,1,6.5317369
Hawaii,1978,2,6.8534884
Hawaii,1978,3,6.4132504
Hawaii,1978,4,7.0846319
Hawaii,1979,1,7.6457515
Hawaii,1979,2,6.7644148
Hawaii,1979,3,6.7590017
Hawaii,1979,4,7.3363752
Hawaii,1980,1,7.7867742
Hawaii,1980,2,7.4239202
Hawaii,1980,3,7.1704497
Hawaii,1980,4,6.7727981
Hawaii,1981,1,6.5998635
Hawaii,1981,2,7.5000849
Hawaii,1981,3,7.0164165
Hawaii,1981,4,6.6904278
Hawaii,1982,1,5.2529836
Hawaii,1982,2,4.9938793
Hawaii,1982,3,4.582612
Hawaii,1982,4,4.2035823
Hawaii,1983,1,3.6141284
Hawaii,1983,2,2.7494082
Hawaii,1983,3,1.8300213
Hawaii,1983,4,1.6734893
Hawaii,1984,1,2.0491109
Hawaii,1984,2,2.3605251
Hawaii,1984,3,3.2728131
Hawaii,1984,4,3.037931
Hawaii,1985,1,2.6389565
Hawaii,1985,2,2.3563235
Hawaii,1985,3,1.9513056
Hawaii,1985,4,3.0907152
Hawaii,1986,1,3.6491754
Hawaii,1986,2,2.8759854
Hawaii,1986,3,2.1801877
Hawaii,1986,4,0.65058833
Hawaii,1989,1,3.3230777
Hawaii,1989,2,4.3812199
Hawaii,1989,3,5.463151
Hawaii,1989,4,5.3678837
Hawaii,1990,1,5.9393802
Hawaii,1990,2,5.4238601
Hawaii,1990,3,4.1845589
Hawaii,1990,4,6.5822377
Hawaii,1991,1,5.9811277
Hawaii,1991,2,4.1388812
Hawaii,1991,3,4.3917155
Hawaii,1991,4,2.2414112
Hawaii,1992,1,1.973224
Hawaii,1992,2,3.046622
Hawaii,1992,3,2.9795718
Hawaii,1992,4,4.1671619
Hawaii,1993,1,3.9954941
Hawaii,1993,2,4.3478818
Hawaii,1993,3,4.2971063
Hawaii,1993,4,2.8154249
Hawaii,1994,1,1.7150807
Hawaii,1994,2,1.7776669
Hawaii,1994,3,1.9819107
Hawaii,1994,4,1.7220489
Hawaii,1995,1,2.3005228
Hawaii,1995,2,2.3171897
Hawaii,1995,3,1.98567
Hawaii,1995,4,1.7688169
Hawaii,1996,1,1.0569944
Hawaii,1996,2,1.4095267
Hawaii,1996,3,1.4699734
Hawaii,1996,4,1.2657534
Hawaii,1997,1,1.5115951
Hawaii,1997,2,1.0841329
Hawaii,1997,3,0.42711785
Hawaii,1997,4,-0.10930812
Hawaii,1998,1,0.19152313
Hawaii,1998,2,-0.55910188
Hawaii,1998,3,-0.72997326
Hawaii,1998,4,-0.19639483
Hawaii,1999,1,0.1220669
Hawaii,1999,2,1.3633162
Hawaii,1999,3,1.9654205
Hawaii,1999,4,2.39727
Hawaii,2000,1,2.45769
Hawaii,2000,2,2.0579658
Hawaii,2000,3,1.4565326
Hawaii,2000,4,1.0733593
Hawaii,2001,1,0.84791046
Hawaii,2001,2,0.29386017
Hawaii,2001,3,0.91554338
Hawaii,2001,4,0.77722526
Hawaii,2002,1,0.23483685
Hawaii,2002,2,0.89229941
Hawaii,2002,3,0.78659022
Hawaii,2002,4,0.47082993
Hawaii,2003,1,1.6433179
Hawaii,2003,2,2.0702693
Hawaii,2003,3,1.8617897
Hawaii,2003,4,2.9353106
Hawaii,2004,1,3.1683841
Hawaii,2004,2,3.0415246
Hawaii,2004,3,3.4514594
Hawaii,2004,4,3.5552487
Hawaii,2005,1,2.4198906
Hawaii,2005,2,2.436476
Hawaii,2005,3,2.7248104
Hawaii,2005,4,3.2879303
Hawaii,2006,1,4.037724
Hawaii,2006,2,4.7924366
Hawaii,2006,3,4.6139879
Hawaii,2006,4,3.0387719
Hawaii,2007,1,2.9170213
Hawaii,2007,2,2.3511305
Hawaii,2007,3,3.1952374
Hawaii,2007,4,4.549808
Hawaii,2008,1,4.8098125
Hawaii,2008,2,5.5682764
Hawaii,2008,3,6.8744278
Hawaii,2008,4,4.1882706
Hawaii,2009,1,0.59215021
Hawaii,2009,2,-1.4263082
Hawaii,2009,3,-1.5332458
Hawaii,2009,4,0.63033396
Hawaii,2010,1,3.4546978
Hawaii,2010,2,5.1781583
Hawaii,2010,3,3.5853698
Hawaii,2010,4,3.264467
Hawaii,2011,1,4.9326868
Hawaii,2011,2,5.0994682
Hawaii,2011,3,5.0097508
Hawaii,2011,4,5.5485549
Hawaii,2012,1,2.7432134
Hawaii,2012,2,2.3380733
Hawaii,2012,3,1.1054153
Hawaii,2012,4,-0.20748357
Hawaii,2013,1,0.51210248
Hawaii,2013,2,-0.18006369
Hawaii,2013,3,0.2472517
Hawaii,2013,4,0.42439684
Hawaii,2014,1,0.46979603
Hawaii,2014,2,1.7540587
Hawaii,2014,3,3.3811781
Hawaii,2014,4,3.7369626
Hawaii,2015,1,1.1395205
Hawaii,2015,2,0.66688466
Hawaii,2015,3,-0.55803013
Hawaii,2015,4,-1.2660791
Hawaii,2016,1,-0.38931072
Hawaii,2016,2,-0.48434192
Hawaii,2016,3,-0.62759352
Hawaii,2016,4,1.1374682
Hawaii,2017,1,3.2218139
Hawaii,2017,2,2.0311975
Hawaii,2017,3,1.2811807
Hawaii,2017,4,-0.35118106
Illinois,1978,1,3.2193799
Illinois,1978,2,4.5911798
Illinois,1978,3,5.630856
Illinois,1978,4,6.4204388
Illinois,1979,1,6.7768245
Illinois,1979,2,6.9539089
Illinois,1979,3,7.95017
Illinois,1979,4,8.1634989
Illinois,1980,1,8.4918613
Illinois,1980,2,8.1508617
Illinois,1980,3,7.9000411
Illinois,1980,4,7.9498315
Illinois,1981,1,7.1500292
Illinois,1981,2,6.7720971
Illinois,1981,3,7.1944995
Illinois,1981,4,6.068954
Illinois,1982,1,4.7508025
Illinois,1982,2,4.2859664
Illinois,1982,3,2.3187065
Illinois,1982,4,1.8541272
Illinois,1983,1,2.0029852
Illinois,1983,2,1.7454436
Illinois,1983,3,2.5100989
Illinois,1983,4,2.6242006
Illinois,1984,1,3.051949
Illinois,1984,2,2.1278117
Illinois,1984,3,2.0091314
Illinois,1984,4,1.8173956
Illinois,1985,1,1.5395555
Illinois,1985,2,2.4951651
Illinois,1985,3,2.8269367
Illinois,1985,4,2.3845279
Illinois,1986,1,2.4088912
Illinois,1986,2,1.3752426
Illinois,1986,3,0.65813923
Illinois,1986,4,1.1309564
Illinois,1989,1,5.4065595
Illinois,1989,2,5.1375132
Illinois,1989,3,4.1832848
Illinois,1989,4,3.3331468
Illinois,1990,1,3.8216934
Illinois,1990,2,3.3626153
Illinois,1990,3,3.234602
Illinois,1990,4,2.9433553
Illinois,1991,1,3.9221292
Illinois,1991,2,3.8962901
Illinois,1991,3,3.1456749
Illinois,1991,4,3.8544199
Illinois,1992,1,1.9297476
Illinois,1992,2,1.8190306
Illinois,1992,3,1.7283959
Illinois,1992,4,2.0595696
Illinois,1993,1,2.2888534
Illinois,1993,2,2.5547462
Illinois,1993,3,3.0433524
Illinois,1993,4,1.7536325
Illinois,1994,1,0.58790356
Illinois,1994,2,-0.000300469
Illinois,1994,3,0.41713732
Illinois,1994,4,2.0194197
Illinois,1995,1,4.0025125
Illinois,1995,2,4.1964622
Illinois,1995,3,3.3763626
Illinois,1995,4,2.8093672
Illinois,1996,1,1.6121356
Illinois,1996,2,1.9633554
Illinois,1996,3,2.0155797
Illinois,1996,4,2.5893488
Illinois,1997,1,2.7732892
Illinois,1997,2,1.9654639
Illinois,1997,3,1.5526534
Illinois,1997,4,1.3778957
Illinois,1998,1,0.81960696
Illinois,1998,2,1.5202241
Illinois,1998,3,1.1800427
Illinois,1998,4,0.74742162
Illinois,1999,1,1.3869746
Illinois,1999,2,1.0514687
Illinois,1999,3,2.4286644
Illinois,1999,4,2.7744145
Illinois,2000,1,2.8612432
Illinois,2000,2,3.6594136
Illinois,2000,3,2.9856434
Illinois,2000,4,2.7645714
Illinois,2001,1,3.0720592
Illinois,2001,2,2.1954393
Illinois,2001,3,1.5946211
Illinois,2001,4,0.65812385
Illinois,2002,1,0.49762177
Illinois,2002,2,1.6686752
Illinois,2002,3,2.5590694
Illinois,2002,4,3.7057731
Illinois,2003,1,3.3307228
Illinois,2003,2,2.3217773
Illinois,2003,3,1.9898067
Illinois,2003,4,1.274439
Illinois,2004,1,0.82840043
Illinois,2004,2,1.6337335
Illinois,2004,3,1.581996
Illinois,2004,4,2.0642314
Illinois,2005,1,2.2055044
Illinois,2005,2,2.0385151
Illinois,2005,3,2.5674613
Illinois,2005,4,2.966943
Illinois,2006,1,3.1116745
Illinois,2006,2,2.1361198
Illinois,2006,3,1.9943877
Illinois,2006,4,1.3982242
Illinois,2007,1,3.1252594
Illinois,2007,2,4.2151194
Illinois,2007,3,3.5901651
Illinois,2007,4,4.3306317
Illinois,2008,1,2.9090796
Illinois,2008,2,3.4770207
Illinois,2008,3,4.6570239
Illinois,2008,4,2.7877359
Illinois,2009,1,1.1998589
Illinois,2009,2,-0.50934178
Illinois,2009,3,-0.99435264
Illinois,2009,4,0.49248597
Illinois,2010,1,2.3270197
Illinois,2010,2,3.1899912
Illinois,2010,3,3.326345
Illinois,2010,4,2.6350791
Illinois,2011,1,2.5783842
Illinois,2011,2,2.5157192
Illinois,2011,3,2.3701482
Illinois,2011,4,2.3922672
Illinois,2012,1,1.7436049
Illinois,2012,2,1.6754014
Illinois,2012,3,1.2997476
Illinois,2012,4,1.8751253
Illinois,2013,1,2.1724114
Illinois,2013,2,1.5536505
Illinois,2013,3,1.282662
Illinois,2013,4,0.43133521
Illinois,2014,1,0.56695223
Illinois,2014,2,1.9880614
Illinois,2014,3,2.4691498
Illinois,2014,4,2.0527749
Illinois,2015,1,1.4420494
Illinois,2015,2,0.32671753
Illinois,2015,3,-0.57585633
Illinois,2015,4,0.08688131
Illinois,2016,1,0.51902151
Illinois,2016,2,0.67809045
Illinois,2016,3,0.38366729
Illinois,2016,4,1.3353459
Illinois,2017,1,1.2855699
Illinois,2017,2,0.92528951
Illinois,2017,3,1.0315939
Illinois,2017,4,0.048566077
Indiana,1989,1,4.7026339
Indiana,1989,2,4.5978289
Indiana,1989,3,3.930666
Indiana,1989,4,3.6836534
Indiana,1990,1,3.068378
Indiana,1990,2,1.9291004
Indiana,1990,3,2.5450184
Indiana,1990,4,3.3398652
Indiana,1991,1,3.3951459
Indiana,1991,2,3.4211669
Indiana,1991,3,2.8072369
Indiana,1991,4,1.6433984
Indiana,1992,1,1.0793406
Indiana,1992,2,0.92292607
Indiana,1992,3,0.9313432
Indiana,1992,4,1.5577265
Indiana,1993,1,2.038904
Indiana,1993,2,2.0706608
Indiana,1993,3,2.375416
Indiana,1993,4,1.3151745
Indiana,1994,1,0.60221624
Indiana,1994,2,0.82512528
Indiana,1994,3,1.1418421
Indiana,1994,4,1.1895586
Indiana,1995,1,2.6734655
Indiana,1995,2,3.0879576
Indiana,1995,3,2.2435083
Indiana,1995,4,2.7234771
Indiana,1996,1,1.5634463
Indiana,1996,2,1.893397
Indiana,1996,3,2.8599062
Indiana,1996,4,3.251797
Indiana,1997,1,3.7255824
Indiana,1997,2,2.5700226
Indiana,1997,3,2.2262046
Indiana,1997,4,1.4679043
Indiana,1998,1,1.5745448
Indiana,1998,2,2.2778549
Indiana,1998,3,1.8672608
Indiana,1998,4,2.2625473
Indiana,1999,1,1.3708637
Indiana,1999,2,1.00193
Indiana,1999,3,0.97150671
Indiana,1999,4,2.0878468
Indiana,2000,1,2.9871767
Indiana,2000,2,3.2041037
Indiana,2000,3,3.9573929
Indiana,2000,4,3.4346354
Indiana,2001,1,3.5365913
Indiana,2001,2,4.3845081
Indiana,2001,3,3.9545877
Indiana,2001,4,2.1728864
Indiana,2002,1,1.7502685
Indiana,2002,2,1.7344906
Indiana,2002,3,1.5671479
Indiana,2002,4,2.6550367
Indiana,2003,1,3.5717561
Indiana,2003,2,2.5574076
Indiana,2003,3,2.5092413
Indiana,2003,4,2.6405394
Indiana,2004,1,1.6492566
Indiana,2004,2,2.3079443
Indiana,2004,3,2.6794603
Indiana,2004,4,2.4207921
Indiana,2005,1,2.3876472
Indiana,2005,2,1.6866903
Indiana,2005,3,2.7236643
Indiana,2005,4,3.280513
Indiana,2006,1,2.9322481
Indiana,2006,2,3.1368964
Indiana,2006,3,1.9551599
Indiana,2006,4,1.1090627
Indiana,2007,1,1.8402963
Indiana,2007,2,3.101656
Indiana,2007,3,2.883435
Indiana,2007,4,3.3823307
Indiana,2008,1,3.9126804
Indiana,2008,2,4.4337854
Indiana,2008,3,5.4688716
Indiana,2008,4,4.017118
Indiana,2009,1,2.7377512
Indiana,2009,2,-0.23090136
Indiana,2009,3,-0.96649009
Indiana,2009,4,0.41766492
Indiana,2010,1,1.1508875
Indiana,2010,2,2.6330197
Indiana,2010,3,2.6676099
Indiana,2010,4,2.4447038
Indiana,2011,1,3.0803785
Indiana,2011,2,4.3145304
Indiana,2011,3,4.6898618
Indiana,2011,4,4.6207557
Indiana,2012,1,3.4265261
Indiana,2012,2,2.4907615
Indiana,2012,3,1.45522
Indiana,2012,4,1.3570795
Indiana,2013,1,1.9862509
Indiana,2013,2,1.6474586
Indiana,2013,3,1.9569445
Indiana,2013,4,1.5636677
Indiana,2014,1,2.0389719
Indiana,2014,2,2.741791
Indiana,2014,3,1.8514336
Indiana,2014,4,1.1436292
Indiana,2015,1,1.1077155
Indiana,2015,2,0.63836622
Indiana,2015,3,-0.44819909
Indiana,2015,4,-0.64478761
Indiana,2016,1,-1.4102094
Indiana,2016,2,-0.953592
Indiana,2016,3,1.2861277
Indiana,2016,4,2.2970018
Indiana,2017,1,3.305876
Indiana,2017,2,3.1992035
Indiana,2017,3,2.1315742
Indiana,2017,4,1.9867364
Kansas,1989,1,4.1260777
Kansas,1989,2,3.7527814
Kansas,1989,3,2.9324155
Kansas,1989,4,3.0063035
Kansas,1990,1,3.6301346
Kansas,1990,2,3.1230266
Kansas,1990,3,3.8087754
Kansas,1990,4,5.1070127
Kansas,1991,1,5.1356835
Kansas,1991,2,5.5533051
Kansas,1991,3,4.7477932
Kansas,1991,4,2.2085958
Kansas,1992,1,1.4215194
Kansas,1992,2,1.6270336
Kansas,1992,3,2.929255
Kansas,1992,4,3.8618126
Kansas,1993,1,3.82462
Kansas,1993,2,3.7703927
Kansas,1993,3,2.4252598
Kansas,1993,4,2.8135734
Kansas,1994,1,1.9711651
Kansas,1994,2,0.88334692
Kansas,1994,3,1.691304
Kansas,1994,4,1.2513915
Kansas,1995,1,2.5510836
Kansas,1995,2,3.2211084
Kansas,1995,3,2.5728505
Kansas,1995,4,1.805427
Kansas,1996,1,1.2594277
Kansas,1996,2,1.8782449
Kansas,1996,3,2.121948
Kansas,1996,4,3.0352039
Kansas,1997,1,2.9012656
Kansas,1997,2,1.9103796
Kansas,1997,3,2.039547
Kansas,1997,4,0.45274383
Kansas,1998,1,0.34556568
Kansas,1998,2,-0.87166899
Kansas,1998,3,-2.0949905
Kansas,1998,4,-0.1153575
Kansas,1999,1,1.0560623
Kansas,1999,2,1.6793295
Kansas,1999,3,2.1865785
Kansas,1999,4,2.8731158
Kansas,2000,1,2.4742515
Kansas,2000,2,3.4088326
Kansas,2000,3,3.9502819
Kansas,2000,4,3.6051617
Kansas,2001,1,2.8716691
Kansas,2001,2,3.5952897
Kansas,2001,3,4.20892
Kansas,2001,4,3.1041973
Kansas,2002,1,2.3240869
Kansas,2002,2,1.8351922
Kansas,2002,3,1.6326983
Kansas,2002,4,1.8474133
Kansas,2003,1,3.8950033
Kansas,2003,2,3.6748505
Kansas,2003,3,3.0014203
Kansas,2003,4,2.7924013
Kansas,2004,1,1.6877356
Kansas,2004,2,1.6645573
Kansas,2004,3,1.6355046
Kansas,2004,4,2.1078477
Kansas,2005,1,1.3367016
Kansas,2005,2,1.997883
Kansas,2005,3,3.1518357
Kansas,2005,4,4.1916451
Kansas,2006,1,4.0551863
Kansas,2006,2,3.349232
Kansas,2006,3,2.7407012
Kansas,2006,4,1.0516629
Kansas,2007,1,1.1866201
Kansas,2007,2,1.569361
Kansas,2007,3,2.1773396
Kansas,2007,4,4.213881
Kansas,2008,1,4.6919346
Kansas,2008,2,4.9993081
Kansas,2008,3,5.2291269
Kansas,2008,4,1.8367132
Kansas,2009,1,-0.024676114
Kansas,2009,2,-0.48181766
Kansas,2009,3,-1.0994883
Kansas,2009,4,0.95345241
Kansas,2010,1,3.1753132
Kansas,2010,2,3.4322393
Kansas,2010,3,3.9291971
Kansas,2010,4,1.9272982
Kansas,2011,1,3.8414543
Kansas,2011,2,5.1535068
Kansas,2011,3,4.4097123
Kansas,2011,4,5.5752864
Kansas,2012,1,3.708097
Kansas,2012,2,1.968141
Kansas,2012,3,0.89816654
Kansas,2012,4,1.1150367
Kansas,2013,1,3.1807821
Kansas,2013,2,2.7015662
Kansas,2013,3,2.450264
Kansas,2013,4,1.8410046
Kansas,2014,1,-0.10003724
Kansas,2014,2,0.72639108
Kansas,2014,3,0.29275653
